element_index,conductivity,sensitivity,is_high
430,1000.0,0.0,0
431,500.0,0.0,1
432,1000.0,0.0,0
433,1000.0,0.0,0
434,1000.0,0.0,0
435,500.0,0.0,1
436,1000.0,0.0,0
437,500.0,0.0,1
438,500.0,0.0,1
439,500.0,0.0,1
440,1000.0,0.0,0
441,1000.0,0.0,0
442,1000.0,0.0,0
443,1000.0,0.0,0
444,1000.0,0.0,0
445,1000.0,0.0,0
446,500.0,0.0,1
447,500.0,0.0,1
448,500.0,0.0,1
449,1000.0,0.0,0
450,500.0,0.0,1
451,1000.0,0.0,0
452,1000.0,0.0,0
453,500.0,0.0,1
454,500.0,0.0,1
455,1000.0,0.0,0
456,1000.0,0.0,0
457,500.0,0.0,1
458,500.0,0.0,1
459,1000.0,0.0,0
460,500.0,0.0,1
461,500.0,0.0,1
462,500.0,0.0,1
463,500.0,0.0,1
464,1000.0,0.0,0
465,1000.0,0.0,0
466,1000.0,0.0,0
467,500.0,0.0,1
468,500.0,0.0,1
469,1000.0,0.0,0
470,1000.0,0.0,0
471,500.0,0.0,1
472,1000.0,0.0,0
473,500.0,0.0,1
474,1000.0,0.0,0
475,500.0,0.0,1
476,1000.0,0.0,0
477,1000.0,0.0,0
478,1000.0,0.0,0
479,1000.0,0.0,0
480,500.0,0.0,1
481,500.0,0.0,1
482,1000.0,0.0,0
483,500.0,0.0,1
484,500.0,0.0,1
485,500.0,0.0,1
486,500.0,0.0,1
487,500.0,0.0,1
488,1000.0,0.0,0
489,1000.0,0.0,0
490,1000.0,0.0,0
491,500.0,0.0,1
492,500.0,0.0,1
493,500.0,0.0,1
494,500.0,0.0,1
495,1000.0,0.0,0
496,500.0,0.0,1
497,1000.0,0.0,0
498,1000.0,0.0,0
499,500.0,0.0,1
500,500.0,0.0,1
501,500.0,0.0,1
502,1000.0,0.0,0
503,500.0,0.0,1
504,1000.0,0.0,0
505,1000.0,0.0,0
506,1000.0,0.0,0
507,1000.0,0.0,0
508,1000.0,0.0,0
509,1000.0,0.0,0
510,1000.0,0.0,0
511,1000.0,0.0,0
512,1000.0,0.0,0
513,500.0,0.0,1
514,1000.0,0.0,0
515,500.0,0.0,1
516,500.0,0.0,1
